Clade according figure 1	new_filename_iteration5_afterEverythingElse_justDeconvAlign	Cell cycle stage	Spools	Cortical centrin	Apical centrin ring
Viridiplantae	rcc5249_pfa_cetn-tub-dna_20230718_cl_s06	Mitosis	No	No	No
Viridiplantae	rcc5249_pfa_cetn-tub-dna_20230718_cl_s07	Interphase	No	No	No
Viridiplantae	rcc5249_pfa_dna-nhs-tub_20230719_cl_s00	Interphase	No	-	-
Viridiplantae	rcc5249_pfa_dna-nhs-tub_20230719_cl_s00_deconv	Interphase	No	-	-
Viridiplantae	rcc5249_pfa_dna-nhs-tub_20230719_cl_s01	unknown	No	-	-
Viridiplantae	rcc5249_pfa_dna-nhs-tub_20230719_cl_s01_deconv	Interphase	No	-	-
Viridiplantae	rcc5249_pfa_dna-nhs-tub_20230719_cl_s02	Interphase	No	-	-
Viridiplantae	rcc5249_pfa_dna-nhs-tub_20230719_cl_s02_deconv	Interphase	No	-	-
Viridiplantae	rcc5249_pfa_dna-nhs-tub_20230719_cl_s03	unknown	No	-	-
Viridiplantae	rcc5249_pfa_dna-nhs-tub_20230719_cl_s03_deconv	Interphase	No	-	-
Viridiplantae	rcc5249_pfa_dna-nhs-tub_20230719_cl_s04	unknown	No	-	-
Viridiplantae	rcc5249_pfa_dna-nhs-tub_20230719_cl_s04_deconv	Interphase	No	-	-
Viridiplantae	rcc5249_pfa_dna-nhs-tub_20230719_cl_s05	unknown	No	-	-
Viridiplantae	rcc5249_pfa_dna-nhs-tub_20230719_cl_s05_deconv	Interphase	No	-	-
Viridiplantae	bmcc147_pfa_dna-tub-cetn_20231201_cl_s00	unknown		No	No
Viridiplantae	bmcc147_pfa_dna-tub-cetn_20231201_cl_s00_deconv	unknown		No	No
Viridiplantae	bmcc147_pfa_dna-tub-cetn_20231201_cl_s01	unknown		No	No
Viridiplantae	bmcc147_pfa_dna-tub-cetn_20231201_cl_s01_deconv	unknown		No	No
Viridiplantae	bmcc147_pfa_dna-tub-cetn_20231201_cl_s02	unknown		No	No
Viridiplantae	bmcc147_pfa_dna-tub-cetn_20231201_cl_s02_deconv	unknown		No	No
Viridiplantae	bmcc147_pfa_dna-tub-cetn_20231201_cl_s03	unknown		No	No
Viridiplantae	bmcc147_pfa_dna-tub-cetn_20231201_cl_s03_deconv	unknown		No	No
Viridiplantae	bmcc147_pfa_dna-tub-cetn_20231201_cl_s04	unknown		No	No
Viridiplantae	bmcc147_pfa_dna-tub-cetn_20231201_cl_s04_deconv	unknown		No	No
Viridiplantae	bmcc298_pfa_cetn-tub-dna_20240117_cl_s00	Interphase	No	No	No
Viridiplantae	bmcc298_pfa_cetn-tub-dna_20240117_cl_s01	Interphase	No	No	No
Viridiplantae	bmcc298_pfa_cetn-tub-dna_20240117_cl_s02	Interphase	No	No	No
Viridiplantae	bmcc127_pfa_dna-tub-cetn_20231201_cl_s00	unknown		-	-
Viridiplantae	bmcc127_pfa_dna-tub-cetn_20231201_cl_s00_deconv	Interphase	No	No	No
Viridiplantae	bmcc127_pfa_dna-tub-cetn_20231201_cl_s00_deconv_align	Interphase	No	No	No
Viridiplantae	bmcc127_pfa_dna-tub-cetn_20231201_cl_s01	unknown		No	No
Viridiplantae	bmcc127_pfa_dna-tub-cetn_20231201_cl_s01_deconv	Interphase	No	No	No
Viridiplantae	bmcc127_pfa_dna-tub-cetn_20231201_cl_s02	unknown		No	No
Viridiplantae	bmcc127_pfa_dna-tub-cetn_20231201_cl_s02_deconv	Interphase	No	No	No
Viridiplantae	bmcc127_pfa_dna-tub-cetn_20231201_cl_s03	Interphase	No	No	No
Viridiplantae	bmcc127_pfa_dna-tub-cetn_20231201_cl_s03_deconv	Interphase	No	No	No
Viridiplantae	bmcc469_pfa_dna-tub-cetn_20240111_cl_s00	Interphase	No	No	No
Viridiplantae	bmcc469_pfa_dna-tub-cetn_20240111_cl_s00_deconv	Interphase	No	No	No
Viridiplantae	bmcc469_pfa_dna-tub-cetn_20240111_cl_s01	Interphase	No	No	No
Viridiplantae	bmcc469_pfa_dna-tub-cetn_20240111_cl_s01_deconv	Interphase	No	No	No
Viridiplantae	bmcc469_pfa_dna-tub-cetn_20240111_cl_s02	unknown	No	No	No
Viridiplantae	bmcc469_pfa_dna-tub-cetn_20240111_cl_s02_deconv	Interphase	No	No	No
Viridiplantae	bmcc469_pfa_dna-tub-cetn_20240111_cl_s03	unknown	No	No	No
Viridiplantae	bmcc469_pfa_dna-tub-cetn_20240111_cl_s03_deconv	unknown	No	No	No
Viridiplantae	bmcc469_pfa_dna-tub-cetn_20240111_cl_s04	unknown	No	No	No
Viridiplantae	bmcc469_pfa_dna-tub-cetn_20240111_cl_s04_deconv	unknown	No	No	No
Viridiplantae	bmcc691_pfa_dna-tub-cetn_20240521_cl_s00	Interphase	No	No	No
Viridiplantae	bmcc691_pfa_dna-tub-cetn_20240521_cl_s01	Interphase	No	No	No
Viridiplantae	bmcc691_pfa_dna-tub-cetn_20240521_cl_s02	Interphase	No	No	No
Viridiplantae	bmcc691_pfa_dna-tub-cetn_20240521_cl_s03	Interphase	No	No	No
Viridiplantae	bmcc691_pfa_dna-tub-cetn_20240521_cl_s04	Interphase	No	No	No
Viridiplantae	bmcc745_hpf_nhs-cetn-tub-dna_20240220_fm_01	unknown	No	No	No
Viridiplantae	bmcc745_hpf_nhs-cetn-tub-dna_20240220_fm_02	Interphase	No	No	No
Viridiplantae	bmcc745_hpf_nhs-cetn-tub-dna_20240220_fm_03	Interphase	No	No	No
Viridiplantae	bmcc745_hpf_nhs-cetn-tub-dna_20240220_fm_04	Interphase	No	No	No
Viridiplantae	bmcc745_hpf_nhs-cetn-tub-dna_20240220_fm_05	Interphase	No	No	No
Viridiplantae	bmcc745_hpf_nhs-cetn-tub-dna_20240220_fm_06	Interphase	No	No	No
Viridiplantae	bmcc745_hpf_nhs-cetn-tub-dna_20240220_fm_07	Interphase	No	No	No
Viridiplantae	bmcc745_hpf_nhs-cetn-tub-dna_20240229_fm_01	Interphase	No	No	No
Viridiplantae	bmcc745_hpf_nhs-cetn-tub-dna_20240229_fm_02	Interphase	No	-	-
Viridiplantae	bmcc745_hpf_nhs-cetn-tub-dna_20240307_fm_01	Interphase	No	-	-
Viridiplantae	bmcc745_hpf_nhs-cetn-tub-dna_20240307_fm_02	Interphase	No	-	-
Viridiplantae	bmcc745_hpf_nhs-cetn-tub-dna_20240307_fm_03	Interphase	No	-	-
Viridiplantae	rcc6324_pfa_dna-tub-nhs_20230816_csd_01	Interphase	No	-	-
Viridiplantae	rcc6324_pfa_dna-tub-nhs_20230816_csd_02	Interphase	No	-	-
Viridiplantae	rcc6324_pfa_dna-tub-nhs_20230816_csd_03	Interphase	No	-	-
Viridiplantae	rcc6324_pfa_nhs-cetn-tub-dna_20231121_fm_01	Interphase	No	No	No
Viridiplantae	rcc6324_pfa_nhs-cetn-tub-dna_20231121_fm_03	Interphase	No	No	No
Viridiplantae	rcc6324_pfa_nhs-tub-npc-dna_20231121_fm_04	Interphase	No	No	No
Viridiplantae	bmcc449_pfa_dna-cetn-nhs-tub_20240216_od_s00	Interphase	No	No	No
Viridiplantae	bmcc449_pfa_dna-cetn-nhs-tub_20240216_od_s01	Interphase	No	No	No
Viridiplantae	bmcc686_pfa_nhs-cetn-tub-dna_20240205_fm_01	Interphase	No	No	No
Viridiplantae	bmcc686_pfa_nhs-cetn-tub-dna_20240205_fm_02	Interphase	No	No	No
Viridiplantae	bmcc692_hpf_nhs-cetn-tub-dna_20240229_fm_01	Interphase	No	-	-
Viridiplantae	bmcc692_hpf_nhs-cetn-tub-dna_20240229_fm_02	unknown	No	-	-
Viridiplantae	bmcc692_hpf_nhs-cetn-tub-dna_20240307_fm_04	Interphase	No	-	-
Viridiplantae	bmcc692_hpf_nhs-cetn-tub-dna_20240307_fm_05	Interphase	No	-	-
Viridiplantae	bmcc692_hpf_nhs-cetn-tub-dna_20240307_fm_06	Interphase	No	No	No
Viridiplantae	bmcc692_hpf_nhs-cetn-tub-dna_20240307_fm_07	Interphase	No	No	No
Rhizaria	rcc626_pfa_dna-tub-nhs_20230616_od_s00	Interphase	No	-	-
Rhizaria	rcc626_pfa_dna-tub-nhs_20230616_od_s01	Interphase	No	-	-
Cryptista	rcc3436_pfa_dna-tub-nhs_20230616_od_s00	Interphase	No	-	-
Cryptista	rcc3436_pfa_dna-tub-nhs_20230616_od_s01	Interphase	No	-	-
Cryptista	rcc3436_pfa_dna-tub-nhs_20230616_od_s02	Interphase	No	-	-
Cryptista	bmcc614_pfa_tub-cetn-dna-nhs_20240214_cl_s00	Interphase	No	No	No
Cryptista	bmcc614_pfa_tub-cetn-dna-nhs_20240214_cl_s00_deconv	Interphase	No	No	No
Cryptista	bmcc614_pfa_tub-cetn-dna-nhs_20240214_cl_s01	Interphase	No	No	No
Cryptista	bmcc614_pfa_tub-cetn-dna-nhs_20240214_cl_s01_deconv	Interphase	No	No	No
Cryptista	bmcc614_pfa_tub-cetn-dna-nhs_20240214_cl_s02	Interphase	No	No	No
Cryptista	bmcc614_pfa_tub-cetn-dna-nhs_20240214_cl_s02_deconv	Interphase	No	No	No
Cryptista	bmcc614_pfa_tub-cetn-dna-nhs_20240214_cl_s03	Interphase	No	No	No
Cryptista	bmcc614_pfa_tub-cetn-dna-nhs_20240214_cl_s04	Interphase	No	No	No
Cryptista	bmcc614_pfa_tub-cetn-dna-nhs_20240214_cl_s04_deconv	Interphase	No	No	No
Cryptista	bmcc614_pfa_tub-cetn-dna-nhs_20240214_cl_s05	Interphase	No	No	No
Cryptista	bmcc614_pfa_tub-cetn-dna-nhs_20240214_cl_s06	Mitosis	No	-	-
Cryptista	bmcc614_pfa_tub-cetn-dna-nhs_20240214_cl_s06_deconv	Interphase	No	-	-
Cryptista	bmcc614_pfa_tub-cetn-dna-nhs_20240214_cl_s07	Interphase	No	-	-
Cryptista	bmcc614_pfa_tub-cetn-dna-nhs_20240214_cl_s07_deconv	Interphase	No	-	-
Cryptista	bmcc614_pfa_cetn-tub-dna_20240318_cl_s00	Interphase	No	No	No
Cryptista	bmcc614_pfa_cetn-tub-dna_20240318_cl_s01	Interphase	No	No	No
Cryptista	bmcc614_pfa_cetn-tub-dna_20240318_cl_s02	Interphase	No	No	No
Cryptista	bmcc614_pfa_cetn-tub-dna_20240318_cl_s03	Interphase	No	No	No
Cryptista	bmcc614_pfa_cetn-tub-dna_20240318_cl_s04	Interphase	No	No	No
Cryptista	bmcc540_pfa_dna-cetn-nhs-tub_20240216_od_s00	Interphase	No	Yes	No
Cryptista	bmcc540_pfa_dna-cetn-nhs-tub_20240216_od_s01	Interphase	No	No	No
Cryptista	bmcc540_pfa_dna-cetn-nhs-tub_20240216_od_s02	Interphase	No	Yes	No
Cryptista	bmcc472_pfa_dna-tub-cetn_20240115_cl_s00	unknown		-	-
Cryptista	bmcc472_pfa_dna-tub-cetn_20240115_cl_s00_deconv	unknown		-	-
Cryptista	bmcc472_pfa_dna-tub-cetn_20240115_cl_s00_deconv_align	Interphase	No	No	No
Cryptista	bmcc472_pfa_dna-tub-cetn_20240115_cl_s01	unknown		-	-
Cryptista	bmcc472_pfa_dna-tub-cetn_20240115_cl_s01_deconv	Interphase	No	No	No
Cryptista	bmcc472_pfa_dna-tub-cetn_20240115_cl_s02	unknown		-	-
Cryptista	bmcc472_pfa_dna-tub-cetn_20240115_cl_s02_deconv	Interphase	No	No	No
Cryptista	bmcc472_pfa_dna-tub-cetn_20240115_cl_s03	Interphase	No	-	-
Cryptista	bmcc472_pfa_dna-tub-cetn_20240115_cl_s03_deconv	Interphase	No	No	No
Cryptista	bmcc472_pfa_dna-tub-cetn_20240115_cl_s04	Interphase	No	-	-
Cryptista	bmcc472_pfa_dna-tub-cetn_20240115_cl_s04_deconv	Interphase	No	No	No
Cryptista	bmcc472_pfa_dna-tub-cetn_20240115_cl_s05	unknown	No	-	-
Cryptista	bmcc472_pfa_dna-tub-cetn_20240115_cl_s05_deconv	unknown	No	No	No
Cryptista	bmcc472_pfa_dna-tub-cetn_20240115_cl_s06	unknown	No	-	-
Cryptista	bmcc472_pfa_dna-tub-cetn_20240115_cl_s06_deconv	unknown	No	No	No
Cryptista	bmcc69_pfa_cetn-tub-dna_20231208_cl_s00	Interphase	No	Yes	No
Cryptista	bmcc69_pfa_cetn-tub-dna_20231208_cl_s01	Interphase	No	Yes	No
Cryptista	bmcc69_pfa_cetn-tub-dna_20231208_cl_s02	Interphase	No	Yes	No
Cryptista	bmcc69_pfa_cetn-tub-dna_20231208_cl_s03	Interphase	No	Yes	No
Cryptista	rcc6323_pfa_cetn-tub-dna_20230718_cl_s00	Interphase	No	Yes	No
Cryptista	rcc6323_pfa_cetn-tub-dna_20230718_cl_s01	Interphase	No	Yes	No
Cryptista	rcc6323_pfa_cetn-tub-dna_20230718_cl_s02	Interphase	No	Yes	No
Cryptista	rcc6323_pfa_cetn-tub-dna_20230718_cl_s03	Interphase	No	Yes	No
Cryptista	rcc6323_pfa_cetn-tub-dna_20230718_cl_s04	Interphase	No	Yes	No
Cryptista	rcc6323_pfa_cetn-tub-dna_20230718_cl_s05	Interphase	No	Yes	No
Cryptista	rcc6323_pfa_cetn-tub-dna_20230718_cl_s06	Interphase	No	Yes	No
Cryptista	rcc6323_pfa_cetn-tub-dna_20230718_cl_s07	Interphase	No	Yes	No
Cryptista	rcc6323_pfa_cetn-tub-dna_20230718_cl_s08	Interphase	No	Yes	No
Cryptista	rcc6323_pfa_cetn-tub-dna_20230718_cl_s09	Interphase	No	Yes	No
Cryptista	rcc6323_pfa_tub-cetn-dna-nhs_20240215_cl_01_s00	Interphase	No	-	-
Cryptista	rcc6323_pfa_tub-cetn-dna-nhs_20240215_cl_01_s00_deconv	Interphase	No	Yes	No
Cryptista	rcc6323_pfa_tub-cetn-dna-nhs_20240215_cl_02_s00	Interphase	No	-	-
Cryptista	rcc6323_pfa_tub-cetn-dna-nhs_20240215_cl_02_s00_deconv	Interphase	No	Yes	No
Cryptista	rcc6323_pfa_tub-cetn-dna-nhs_20240215_cl_03_s00	Interphase	No	Yes	No
Cryptista	rcc6323_pfa_tub-cetn-dna-nhs_20240215_cl_03_s00_deconv	Interphase	No	Yes	No
Cryptista	rcc6323_pfa_tub-cetn-dna-nhs_20240215_cl_04_s00	Interphase	No	Yes	No
Cryptista	rcc6323_pfa_tub-cetn-dna-nhs_20240215_cl_04_s00_deconv	Interphase	No	Yes	No
Cryptista	rcc6323_pfa_tub-cetn-dna-nhs_20240215_cl_05_s00	Interphase	No	Yes	No
Cryptista	rcc6323_pfa_tub-cetn-dna-nhs_20240215_cl_05_s00_deconv	Interphase	No	Yes	No
Cryptista	rcc6444_pfa_cetn-tub-dna_20230704_cl_s00	Interphase	No	Yes	.
Cryptista	rcc6444_pfa_cetn-tub-dna_20230704_cl_s01	Interphase	No	Yes	No
Cryptista	rcc6444_pfa_cetn-tub-dna_20230704_cl_s02	Interphase	No	Yes	No
Cryptista	rcc6444_pfa_cetn-tub-dna_20230704_cl_s03	Interphase	No	Yes	No
Cryptista	rcc6444_pfa_cetn-tub-dna_20230704_cl_s04	Interphase	No	Yes	No
Cryptista	rcc6444_pfa_cetn-tub-dna_20230704_cl_s05	Interphase	No	Yes	No
Cryptista	rcc6444_pfa_cetn-tub-dna_20230704_cl_s06	Interphase	No	Yes	No
Cryptista	rcc6444_pfa_dna-nhs-tub_20230705_cl_01	Interphase	No	-	-
Cryptista	rcc6444_pfa_dna-nhs-tub_20230705_cl_02	Interphase	No	-	-
Cryptista	rcc6444_pfa_dna-nhs-tub_20230705_cl_03	unknown	No	-	-
Cryptista	rcc6444_pfa_dna-nhs-tub_20230705_cl_04	Interphase	No	-	-
Cryptista	rcc6444_pfa_tub-cetn-dna-nhs_20240214_cl_s00	unknown	No	Yes	-
